0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,2.999500083300000064e+00,-9.996666666700000647e-02,1.001499750000000022e+00,2.998999999999999999e-01,0.000000000000000000e+00
2.000000000000000042e-02,2.998001333099999943e+00,-1.997334333199999867e-01,1.005996000799999956e+00,5.992002999700000165e-01,0.000000000000000000e+00
2.999999999999999889e-02,2.995506746199999792e+00,-2.991007996999999752e-01,1.013479761499999965e+00,8.973023990999999810e-01,0.000000000000000000e+00
4.000000000000000083e-02,2.992021310999999795e+00,-3.978700641999999843e-01,1.023936066999999950e+00,1.193610192600000008e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.987551997300000206e+00,-4.958437212299999786e-01,1.037344008100000048e+00,1.487531163699999937e+00,0.000000000000000000e+00
5.999999999999999778e-02,2.982107742200000189e+00,-5.928258561400000515e-01,1.053676773500000108e+00,1.778477568400000042e+00,0.000000000000000000e+00
7.000000000000000666e-02,2.975699432299999891e+00,-6.886225370099999799e-01,1.072901703100000104e+00,2.065867610999999826e+00,0.000000000000000000e+00
8.000000000000000167e-02,2.968339882200000002e+00,-7.830422023999999981e-01,1.094980353500000003e+00,2.349126607200000105e+00,0.000000000000000000e+00
8.999999999999999667e-02,2.960043808500000040e+00,-8.758960444800000245e-01,1.119868574600000111e+00,2.627688133499999967e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.950827800499999931e+00,-9.669983865300000314e-01,1.147516598399999976e+00,2.900995159599999873e+00,0.000000000000000000e+00
1.100000000000000006e-01,2.940710287299999948e+00,-1.056167054199999900e+00,1.177869137999999927e+00,3.168501162700000151e+00,0.000000000000000000e+00
1.199999999999999956e-01,2.929711500499999843e+00,-1.143223740000000044e+00,1.210865498400000018e+00,3.429671219999999909e+00,0.000000000000000000e+00
1.300000000000000044e-01,2.917853433999999968e+00,-1.227994359500000021e+00,1.246439698000000096e+00,3.683983078399999833e+00,0.000000000000000000e+00
1.400000000000000133e-01,2.905159799899999840e+00,-1.310309399699999933e+00,1.284520600200000029e+00,3.930928198999999790e+00,0.000000000000000000e+00
1.499999999999999944e-01,2.891655981300000011e+00,-1.390004258000000048e+00,1.325032055999999958e+00,4.170012773899999914e+00,0.000000000000000000e+00
1.600000000000000033e-01,2.877368981400000081e+00,-1.466919571300000058e+00,1.367893055799999980e+00,4.400758713800000166e+00,0.000000000000000000e+00
1.700000000000000122e-01,2.862327369299999980e+00,-1.540901534499999892e+00,1.413017892000000053e+00,4.622704603599999906e+00,0.000000000000000000e+00
1.799999999999999933e-01,2.846561223400000173e+00,-1.611802208500000111e+00,1.460316329899999932e+00,4.835406625600000119e+00,0.000000000000000000e+00
1.900000000000000022e-01,2.830102070500000178e+00,-1.679479815499999917e+00,1.509693788599999920e+00,5.038439446599999982e+00,0.000000000000000000e+00
2.000000000000000111e-01,2.812982823500000062e+00,-1.743799022899999995e+00,1.561051529400000026e+00,5.231397068799999772e+00,0.000000000000000000e+00
2.099999999999999922e-01,2.795237715299999870e+00,-1.804631213700000014e+00,1.614286854099999946e+00,5.413893641099999599e+00,0.000000000000000000e+00
2.200000000000000011e-01,2.776902230100000146e+00,-1.861854743799999934e+00,1.669293309700000005e+00,5.585564231500000254e+00,0.000000000000000000e+00
2.300000000000000100e-01,2.758013032800000097e+00,-1.915355185299999929e+00,1.725960901699999939e+00,5.746065555799999558e+00,0.000000000000000000e+00
2.399999999999999911e-01,2.738607895399999936e+00,-1.965025554999999979e+00,1.784176313799999969e+00,5.895076664900000374e+00,0.000000000000000000e+00
2.500000000000000000e-01,2.718725621799999992e+00,-2.010766528800000064e+00,1.843823134600000024e+00,6.032299586499999755e+00,0.000000000000000000e+00
2.600000000000000089e-01,2.698405969900000034e+00,-2.052486640100000148e+00,1.904782090299999897e+00,6.157459920199999992e+00,0.000000000000000000e+00
2.700000000000000178e-01,2.677689572199999812e+00,-2.090102462399999972e+00,1.966931283300000111e+00,6.270307387299999924e+00,0.000000000000000000e+00
2.800000000000000266e-01,2.656617854699999892e+00,-2.123538776799999805e+00,2.030146435999999888e+00,6.370616330399999860e+00,0.000000000000000000e+00
2.899999999999999800e-01,2.635232953600000094e+00,-2.152728721699999959e+00,2.094301139200000161e+00,6.458186164999999868e+00,0.000000000000000000e+00
2.999999999999999889e-01,2.613577631700000126e+00,-2.177613926899999885e+00,2.159267104800000059e+00,6.532841780800000109e+00,0.000000000000000000e+00
3.099999999999999978e-01,2.591695192500000022e+00,-2.198144630399999855e+00,2.224914422599999941e+00,6.594433891299999573e+00,0.000000000000000000e+00
3.200000000000000067e-01,2.569629393400000072e+00,-2.214279777699999840e+00,2.291111819799999783e+00,6.642839333000000401e+00,0.000000000000000000e+00
3.300000000000000155e-01,2.547424358799999844e+00,-2.225987103600000072e+00,2.357726923700000032e+00,6.677961310899999781e+00,0.000000000000000000e+00
3.400000000000000244e-01,2.525124491200000154e+00,-2.233243197699999794e+00,2.424626526299999973e+00,6.699729592999999817e+00,0.000000000000000000e+00
3.499999999999999778e-01,2.502774383100000222e+00,-2.236033550000000147e+00,2.491676850699999779e+00,6.708100649900000434e+00,0.000000000000000000e+00
3.599999999999999867e-01,2.480418727099999998e+00,-2.234352580699999979e+00,2.558743818599999997e+00,6.703057742200000391e+00,0.000000000000000000e+00
3.699999999999999956e-01,2.458102227199999934e+00,-2.228203651399999874e+00,2.625693318500000206e+00,6.684610954200000066e+00,0.000000000000000000e+00
3.800000000000000044e-01,2.435869508800000194e+00,-2.217599057700000209e+00,2.692391473599999863e+00,6.652797173199999747e+00,0.000000000000000000e+00
3.900000000000000133e-01,2.413781010900000190e+00,-2.202170301899999849e+00,2.758656967299999874e+00,6.606510905800000444e+00,0.000000000000000000e+00
4.000000000000000222e-01,2.391852853100000065e+00,-2.182730448800000111e+00,2.824441440799999814e+00,6.548191346300000326e+00,0.000000000000000000e+00
4.099999999999999756e-01,2.370140953499999981e+00,-2.158925862499999848e+00,2.889577139600000066e+00,6.476777587599999997e+00,0.000000000000000000e+00
4.199999999999999845e-01,2.348688728700000006e+00,-2.130804144499999886e+00,2.953933813999999991e+00,6.392412433399999649e+00,0.000000000000000000e+00
4.299999999999999933e-01,2.327539075999999874e+00,-2.098421528599999863e+00,3.017382772099999944e+00,6.295264585800000035e+00,0.000000000000000000e+00
4.400000000000000022e-01,2.306734287599999877e+00,-2.061842769400000108e+00,3.079797137299999932e+00,6.185528308200000325e+00,0.000000000000000000e+00
4.500000000000000111e-01,2.286315966200000105e+00,-2.021141012200000198e+00,3.141052101400000129e+00,6.063423036499999697e+00,0.000000000000000000e+00
4.600000000000000200e-01,2.266324941600000198e+00,-1.976397646799999963e+00,3.201025175099999842e+00,5.929192940500000120e+00,0.000000000000000000e+00
4.699999999999999734e-01,2.246801189300000168e+00,-1.927702145300000058e+00,3.259596432199999949e+00,5.783106435799999723e+00,0.000000000000000000e+00
4.799999999999999822e-01,2.227783750099999960e+00,-1.875151882199999953e+00,3.316648749700000121e+00,5.625455646499999851e+00,0.000000000000000000e+00
4.899999999999999911e-01,2.209310652700000155e+00,-1.818851940600000106e+00,3.372068041999999988e+00,5.456555821800000317e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.191418837000000064e+00,-1.758914901600000080e+00,3.425743488999999808e+00,5.276744704899999583e+00,0.000000000000000000e+00
5.100000000000000089e-01,2.174205051900000019e+00,-1.703156291700000047e+00,3.477384844399999952e+00,5.109468875000000132e+00,1.000000000000000000e+00
5.200000000000000178e-01,2.157394446300000102e+00,-1.658591307100000023e+00,3.527816661200000148e+00,4.975773921200000061e+00,1.000000000000000000e+00
5.300000000000000266e-01,2.141040597299999959e+00,-1.611815113200000038e+00,3.576878208200000131e+00,4.835445339499999662e+00,1.000000000000000000e+00
5.400000000000000355e-01,2.125165307600000109e+00,-1.562890071300000017e+00,3.624504077100000110e+00,4.688670213900000050e+00,1.000000000000000000e+00
5.500000000000000444e-01,2.109789741999999801e+00,-1.511881407600000005e+00,3.670630773900000143e+00,4.535644222800000236e+00,1.000000000000000000e+00
5.600000000000000533e-01,2.094934399000000003e+00,-1.458857126000000060e+00,3.715196803100000000e+00,4.376571378100000409e+00,1.000000000000000000e+00
5.699999999999999512e-01,2.080619083299999783e+00,-1.403887917800000107e+00,3.758142750000000198e+00,4.211663753399999877e+00,1.000000000000000000e+00
5.799999999999999600e-01,2.066862880099999966e+00,-1.347047067100000106e+00,3.799411359600000093e+00,4.041141201200000310e+00,1.000000000000000000e+00
5.899999999999999689e-01,2.053684128900000072e+00,-1.288410353199999969e+00,3.838947613399999792e+00,3.865231059500000121e+00,1.000000000000000000e+00
5.999999999999999778e-01,2.041100399299999868e+00,-1.228055949700000093e+00,3.876698801999999944e+00,3.684167849200000067e+00,1.000000000000000000e+00
6.099999999999999867e-01,2.029128467900000121e+00,-1.166064320300000068e+00,3.912614596200000072e+00,3.498192960999999990e+00,1.000000000000000000e+00
6.199999999999999956e-01,2.017784295499999825e+00,-1.102518111299999992e+00,3.946647113600000090e+00,3.307554333900000199e+00,1.000000000000000000e+00
6.300000000000000044e-01,2.007083005800000208e+00,-1.037502041500000027e+00,3.978750982599999819e+00,3.112506124499999860e+00,1.000000000000000000e+00
6.400000000000000133e-01,1.997038865800000007e+00,-9.711027893900000540e-01,4.008883402700000431e+00,2.913308368200000054e+00,1.000000000000000000e+00
